mach,rollRate,rollForceCoeffCanard,rollForceCoeffFin,rollDampCoeffCanard,rollDampCoeffFin
0.1000,34.4700,0.1359,0.7313,1.0916,9.7075
0.1000,34.4800,0.1359,0.7313,1.0920,9.7103
0.1000,34.4900,0.1359,0.7313,1.0923,9.7131
0.1000,34.5000,0.1359,0.7313,1.0926,9.7160
0.1000,34.5100,0.1359,0.7313,1.0929,9.7188
0.1000,34.5200,0.1359,0.7313,1.0932,9.7216
0.1000,34.5300,0.1359,0.7313,1.0935,9.7244
0.1000,34.5400,0.1359,0.7313,1.0939,9.7272
0.1000,34.5500,0.1359,0.7313,1.0942,9.7300
0.1000,34.5600,0.1359,0.7313,1.0945,9.7329
0.1000,34.5700,0.1359,0.7313,1.0948,9.7357
0.1000,34.5800,0.1359,0.7313,1.0951,9.7385
0.1000,34.5900,0.1359,0.7313,1.0954,9.7413
0.1000,34.6000,0.1359,0.7313,1.0958,9.7441
0.1000,34.6100,0.1359,0.7313,1.0961,9.7469
0.1000,34.6200,0.1359,0.7313,1.0964,9.7498
0.1000,34.6300,0.1359,0.7313,1.0967,9.7526
0.1000,34.6400,0.1359,0.7313,1.0970,9.7554
0.1000,34.6500,0.1359,0.7313,1.0973,9.7582
0.1000,34.6600,0.1359,0.7313,1.0977,9.7610
0.1000,34.6700,0.1359,0.7313,1.0980,9.7638
0.1000,34.6800,0.1359,0.7313,1.0983,9.7666
0.1000,34.6900,0.1359,0.7313,1.0986,9.7695
0.1000,34.7000,0.1359,0.7313,1.0989,9.7723
0.1000,34.7100,0.1359,0.7313,1.0992,9.7751
0.1000,34.7200,0.1359,0.7313,1.0996,9.7779
0.1000,34.7300,0.1359,0.7313,1.0999,9.7807
0.1000,34.7400,0.1359,0.7313,1.1002,9.7835
0.1000,34.7500,0.1359,0.7313,1.1005,9.7864
0.1000,34.7600,0.1359,0.7313,1.1008,9.7892
0.1000,34.7700,0.1359,0.7313,1.1011,9.7920
0.1000,34.7800,0.1359,0.7313,1.1015,9.7948
0.1000,34.7900,0.1359,0.7313,1.1018,9.7976
0.1000,34.8000,0.1359,0.7313,1.1021,9.8004
0.1000,34.8100,0.1359,0.7313,1.1024,9.8033
0.1000,34.8200,0.1359,0.7313,1.1027,9.8061
0.1000,34.8300,0.1359,0.7313,1.1030,9.8089
0.1000,34.8400,0.1359,0.7313,1.1034,9.8117
0.1000,34.8500,0.1359,0.7313,1.1037,9.8145
0.1000,34.8600,0.1359,0.7313,1.1040,9.8173
0.1000,34.8700,0.1359,0.7313,1.1043,9.8202
0.1000,34.8800,0.1359,0.7313,1.1046,9.8230
0.1000,34.8900,0.1359,0.7313,1.1049,9.8258
0.1000,34.9000,0.1359,0.7313,1.1053,9.8286
0.1000,34.9100,0.1359,0.7313,1.1056,9.8314
0.1000,34.9200,0.1359,0.7313,1.1059,9.8342
0.1000,34.9300,0.1359,0.7313,1.1062,9.8371
0.1000,34.9400,0.1359,0.7313,1.1065,9.8399
0.1000,34.9500,0.1359,0.7313,1.1068,9.8427
0.1000,34.9600,0.1359,0.7313,1.1072,9.8455
0.1000,34.9700,0.1359,0.7313,1.1075,9.8483
0.1000,34.9800,0.1359,0.7313,1.1078,9.8511
0.1000,34.9900,0.1359,0.7313,1.1081,9.8540
0.1000,35.0000,0.1359,0.7313,1.1084,9.8568
0.1000,35.0100,0.1359,0.7313,1.1087,9.8596
0.1000,35.0200,0.1359,0.7313,1.1091,9.8624
0.1000,35.0300,0.1359,0.7313,1.1094,9.8652
0.1000,35.0400,0.1359,0.7313,1.1097,9.8680
0.1000,35.0500,0.1359,0.7313,1.1100,9.8708
0.1000,35.0600,0.1359,0.7313,1.1103,9.8737
0.1000,35.0700,0.1359,0.7313,1.1106,9.8765
0.1000,35.0800,0.1359,0.7313,1.1110,9.8793
0.1000,35.0900,0.1359,0.7313,1.1113,9.8821
0.1000,35.1000,0.1359,0.7313,1.1116,9.8849
0.1000,35.1100,0.1359,0.7313,1.1119,9.8877
0.1000,35.1200,0.1359,0.7313,1.1122,9.8906
0.1000,35.1300,0.1359,0.7313,1.1125,9.8934
0.1000,35.1400,0.1359,0.7313,1.1129,9.8962
0.1000,35.1500,0.1359,0.7313,1.1132,9.8990
0.1000,35.1600,0.1359,0.7313,1.1135,9.9018
0.1000,35.1700,0.1359,0.7313,1.1138,9.9046
0.1000,35.1800,0.1359,0.7313,1.1141,9.9075
0.1000,35.1900,0.1359,0.7313,1.1144,9.9103
0.1000,35.2000,0.1359,0.7313,1.1148,9.9131
0.1000,35.2100,0.1359,0.7313,1.1151,9.9159
0.1000,35.2200,0.1359,0.7313,1.1154,9.9187
0.1000,35.2300,0.1359,0.7313,1.1157,9.9215
0.1000,35.2400,0.1359,0.7313,1.1160,9.9244
0.1000,35.2500,0.1359,0.7313,1.1163,9.9272
0.1000,35.2600,0.1359,0.7313,1.1167,9.9300
0.1000,35.2700,0.1359,0.7313,1.1170,9.9328
0.1000,35.2800,0.1359,0.7313,1.1173,9.9356
0.1000,35.2900,0.1359,0.7313,1.1176,9.9384
0.1000,35.3000,0.1359,0.7313,1.1179,9.9413
0.1000,35.3100,0.1359,0.7313,1.1182,9.9441
0.1000,35.3200,0.1359,0.7313,1.1186,9.9469
0.1000,35.3300,0.1359,0.7313,1.1189,9.9497
0.1000,35.3400,0.1359,0.7313,1.1192,9.9525
0.1000,35.3500,0.1359,0.7313,1.1195,9.9553
0.1000,35.3600,0.1359,0.7313,1.1198,9.9582
0.1000,35.3700,0.1359,0.7313,1.1201,9.9610
0.1000,35.3800,0.1359,0.7313,1.1205,9.9638
0.1000,35.3900,0.1359,0.7313,1.1208,9.9666
0.1000,35.4000,0.1359,0.7313,1.1211,9.9694
0.1000,35.4100,0.1359,0.7313,1.1214,9.9722
0.1000,35.4200,0.1359,0.7313,1.1217,9.9750
0.1000,35.4300,0.1359,0.7313,1.1220,9.9779
0.1000,35.4400,0.1359,0.7313,1.1224,9.9807
0.1000,35.4500,0.1359,0.7313,1.1227,9.9835
0.1000,35.4600,0.1359,0.7313,1.1230,9.9863
0.1000,35.4700,0.1359,0.7313,1.1233,9.9891
0.1000,35.4800,0.1359,0.7313,1.1236,9.9919
0.1000,35.4900,0.1359,0.7313,1.1239,9.9948
0.1000,35.5000,0.1359,0.7313,1.1243,9.9976
0.1000,35.5100,0.1359,0.7313,1.1246,10.0004
0.1000,35.5200,0.1359,0.7313,1.1249,10.0032
0.1000,35.5300,0.1359,0.7313,1.1252,10.0060
0.1000,35.5400,0.1359,0.7313,1.1255,10.0088
0.1000,35.5500,0.1359,0.7313,1.1258,10.0117
0.1000,35.5600,0.1359,0.7313,1.1262,10.0145
0.1000,35.5700,0.1359,0.7313,1.1265,10.0173
0.1000,35.5800,0.1359,0.7313,1.1268,10.0201
0.1000,35.5900,0.1359,0.7313,1.1271,10.0229
0.1000,35.6000,0.1359,0.7313,1.1274,10.0257
0.1000,35.6100,0.1359,0.7313,1.1277,10.0286
0.1000,35.6200,0.1359,0.7313,1.1281,10.0314
0.1000,35.6300,0.1359,0.7313,1.1284,10.0342
0.1000,35.6400,0.1359,0.7313,1.1287,10.0370
0.1000,35.6500,0.1359,0.7313,1.1290,10.0398
0.1000,35.6600,0.1359,0.7313,1.1293,10.0426
0.1000,35.6700,0.1359,0.7313,1.1296,10.0455
0.1000,35.6800,0.1359,0.7313,1.1300,10.0483
0.1000,35.6900,0.1359,0.7313,1.1303,10.0511
0.1000,35.7000,0.1359,0.7313,1.1306,10.0539
0.1000,35.7100,0.1359,0.7313,1.1309,10.0567
0.1000,35.7200,0.1359,0.7313,1.1312,10.0595
0.1000,35.7300,0.1359,0.7313,1.1315,10.0624
0.1000,35.7400,0.1359,0.7313,1.1319,10.0652
0.1000,35.7500,0.1359,0.7313,1.1322,10.0680
0.1000,35.7600,0.1359,0.7313,1.1325,10.0708
0.1000,35.7700,0.1359,0.7313,1.1328,10.0736
0.1000,35.7800,0.1359,0.7313,1.1331,10.0764
0.1000,35.7900,0.1359,0.7313,1.1334,10.0792
0.1000,35.8000,0.1359,0.7313,1.1338,10.0821
0.1000,35.8100,0.1359,0.7313,1.1341,10.0849
0.1000,35.8200,0.1359,0.7313,1.1344,10.0877
0.1000,35.8300,0.1359,0.7313,1.1347,10.0905
0.1000,35.8400,0.1359,0.7313,1.1350,10.0933
0.1000,35.8500,0.1359,0.7313,1.1353,10.0961
0.1000,35.8600,0.1359,0.7313,1.1357,10.0990
0.1000,35.8700,0.1359,0.7313,1.1360,10.1018
0.1000,35.8800,0.1359,0.7313,1.1363,10.1046
0.1000,35.8900,0.1359,0.7313,1.1366,10.1074
0.1000,35.9000,0.1359,0.7313,1.1369,10.1102
0.1000,35.9100,0.1359,0.7313,1.1372,10.1130
0.1000,35.9200,0.1359,0.7313,1.1376,10.1159
0.1000,35.9300,0.1359,0.7313,1.1379,10.1187
0.1000,35.9400,0.1359,0.7313,1.1382,10.1215
0.1000,35.9500,0.1359,0.7313,1.1385,10.1243
0.1000,35.9600,0.1359,0.7313,1.1388,10.1271
0.1000,35.9700,0.1359,0.7313,1.1391,10.1299
0.1000,35.9800,0.1359,0.7313,1.1395,10.1328
0.1000,35.9900,0.1359,0.7313,1.1398,10.1356
0.1000,36.0000,0.1359,0.7313,1.1401,10.1384
0.1000,36.0100,0.1359,0.7313,1.1404,10.1412
0.1000,36.0200,0.1359,0.7313,1.1407,10.1440
0.1000,36.0300,0.1359,0.7313,1.1410,10.1468
0.1000,36.0400,0.1359,0.7313,1.1414,10.1497
0.1000,36.0500,0.1359,0.7313,1.1417,10.1525
0.1000,36.0600,0.1359,0.7313,1.1420,10.1553
0.1000,36.0700,0.1359,0.7313,1.1423,10.1581
0.1000,36.0800,0.1359,0.7313,1.1426,10.1609
0.1000,36.0900,0.1359,0.7313,1.1429,10.1637
0.1000,36.1000,0.1359,0.7313,1.1433,10.1666
0.1000,36.1100,0.1359,0.7313,1.1436,10.1694
0.1000,36.1200,0.1359,0.7313,1.1439,10.1722
0.1000,36.1300,0.1359,0.7313,1.1442,10.1750
0.1000,36.1400,0.1359,0.7313,1.1445,10.1778
0.1000,36.1500,0.1359,0.7313,1.1448,10.1806
0.1000,36.1600,0.1359,0.7313,1.1452,10.1834
0.1000,36.1700,0.1359,0.7313,1.1455,10.1863
0.1000,36.1800,0.1359,0.7313,1.1458,10.1891
0.1000,36.1900,0.1359,0.7313,1.1461,10.1919
0.1000,36.2000,0.1359,0.7313,1.1464,10.1947
0.1000,36.2100,0.1359,0.7313,1.1467,10.1975
0.1000,36.2200,0.1359,0.7313,1.1471,10.2003
0.1000,36.2300,0.1359,0.7313,1.1474,10.2032
0.1000,36.2400,0.1359,0.7313,1.1477,10.2060
0.1000,36.2500,0.1359,0.7313,1.1480,10.2088
0.1000,36.2600,0.1359,0.7313,1.1483,10.2116
0.1000,36.2700,0.1359,0.7313,1.1486,10.2144
0.1000,36.2800,0.1359,0.7313,1.1490,10.2172
0.1000,36.2900,0.1359,0.7313,1.1493,10.2201
0.1000,36.3000,0.1359,0.7313,1.1496,10.2229
0.1000,36.3100,0.1359,0.7313,1.1499,10.2257
0.1000,36.3200,0.1359,0.7313,1.1502,10.2285
0.1000,36.3300,0.1359,0.7313,1.1505,10.2313
0.1000,36.3400,0.1359,0.7313,1.1509,10.2341
0.1000,36.3500,0.1359,0.7313,1.1512,10.2370
0.1000,36.3600,0.1359,0.7313,1.1515,10.2398
0.1000,36.3700,0.1359,0.7313,1.1518,10.2426
0.1000,36.3800,0.1359,0.7313,1.1521,10.2454
0.1000,36.3900,0.1359,0.7313,1.1524,10.2482
0.1000,36.4000,0.1359,0.7313,1.1528,10.2510
0.1000,36.4100,0.1359,0.7313,1.1531,10.2539
0.1000,36.4200,0.1359,0.7313,1.1534,10.2567
0.1000,36.4300,0.1359,0.7313,1.1537,10.2595
0.1000,36.4400,0.1359,0.7313,1.1540,10.2623
0.1000,36.4500,0.1359,0.7313,1.1543,10.2651
0.1000,36.4600,0.1359,0.7313,1.1547,10.2679
0.1000,36.4700,0.1359,0.7313,1.1550,10.2708
0.1000,36.4800,0.1359,0.7313,1.1553,10.2736
0.1000,36.4900,0.1359,0.7313,1.1556,10.2764
0.1000,36.5000,0.1359,0.7313,1.1559,10.2792
0.1000,36.5100,0.1359,0.7313,1.1562,10.2820
0.1000,36.5200,0.1359,0.7313,1.1566,10.2848
0.1000,36.5300,0.1359,0.7313,1.1569,10.2876
0.1000,36.5400,0.1359,0.7313,1.1572,10.2905
0.1000,36.5500,0.1359,0.7313,1.1575,10.2933
0.1000,36.5600,0.1359,0.7313,1.1578,10.2961
0.1000,36.5700,0.1359,0.7313,1.1581,10.2989
0.1000,36.5800,0.1359,0.7313,1.1585,10.3017
0.1000,36.5900,0.1359,0.7313,1.1588,10.3045
0.1000,36.6000,0.1359,0.7313,1.1591,10.3074
0.1000,36.6100,0.1359,0.7313,1.1594,10.3102
0.1000,36.6200,0.1359,0.7313,1.1597,10.3130
0.1000,36.6300,0.1359,0.7313,1.1600,10.3158
0.1000,36.6400,0.1359,0.7313,1.1604,10.3186
0.1000,36.6500,0.1359,0.7313,1.1607,10.3214
0.1000,36.6600,0.1359,0.7313,1.1610,10.3243
0.1000,36.6700,0.1359,0.7313,1.1613,10.3271
0.1000,36.6800,0.1359,0.7313,1.1616,10.3299
0.1000,36.6900,0.1359,0.7313,1.1619,10.3327
0.1000,36.7000,0.1359,0.7313,1.1623,10.3355
0.1000,36.7100,0.1359,0.7313,1.1626,10.3383
0.1000,36.7200,0.1359,0.7313,1.1629,10.3412
0.1000,36.7300,0.1359,0.7313,1.1632,10.3440
0.1000,36.7400,0.1359,0.7313,1.1635,10.3468
0.1000,36.7500,0.1359,0.7313,1.1638,10.3496
0.1000,36.7600,0.1359,0.7313,1.1642,10.3524
0.1000,36.7700,0.1359,0.7313,1.1645,10.3552
0.1000,36.7800,0.1359,0.7313,1.1648,10.3581
0.1000,36.7900,0.1359,0.7313,1.1651,10.3609
0.1000,36.8000,0.1359,0.7313,1.1654,10.3637
0.1000,36.8100,0.1359,0.7313,1.1657,10.3665
0.1000,36.8200,0.1359,0.7313,1.1661,10.3693
0.1000,36.8300,0.1359,0.7313,1.1664,10.3721
0.1000,36.8400,0.1359,0.7313,1.1667,10.3750
0.1000,36.8500,0.1359,0.7313,1.1670,10.3778
0.1000,36.8600,0.1359,0.7313,1.1673,10.3806
0.1000,36.8700,0.1359,0.7313,1.1676,10.3834
0.1000,36.8800,0.1359,0.7313,1.1680,10.3862
0.1000,36.8900,0.1359,0.7313,1.1683,10.3890
0.1000,36.9000,0.1359,0.7313,1.1686,10.3918
0.1000,36.9100,0.1359,0.7313,1.1689,10.3947
0.1000,36.9200,0.1359,0.7313,1.1692,10.3975
0.1000,36.9300,0.1359,0.7313,1.1695,10.4003
0.1000,36.9400,0.1359,0.7313,1.1699,10.4031
0.1000,36.9500,0.1359,0.7313,1.1702,10.4059
0.1000,36.9600,0.1359,0.7313,1.1705,10.4087
0.1000,36.9700,0.1359,0.7313,1.1708,10.4116
0.1000,36.9800,0.1359,0.7313,1.1711,10.4144
0.1000,36.9900,0.1359,0.7313,1.1714,10.4172
0.1000,37.0000,0.1359,0.7313,1.1718,10.4200
0.1000,37.0100,0.1359,0.7313,1.1721,10.4228
0.1000,37.0200,0.1359,0.7313,1.1724,10.4256
0.1000,37.0300,0.1359,0.7313,1.1727,10.4285
0.1000,37.0400,0.1359,0.7313,1.1730,10.4313
0.1000,37.0500,0.1359,0.7313,1.1733,10.4341
0.1000,37.0600,0.1359,0.7313,1.1737,10.4369
0.1000,37.0700,0.1359,0.7313,1.1740,10.4397
0.1000,37.0800,0.1359,0.7313,1.1743,10.4425
0.1000,37.0900,0.1359,0.7313,1.1746,10.4454
0.1000,37.1000,0.1359,0.7313,1.1749,10.4482
0.1000,37.1100,0.1359,0.7313,1.1752,10.4510
0.1000,37.1200,0.1359,0.7313,1.1756,10.4538
0.1000,37.1300,0.1359,0.7313,1.1759,10.4566
0.1000,37.1400,0.1359,0.7313,1.1762,10.4594
0.1000,37.1500,0.1359,0.7313,1.1765,10.4623
0.1000,37.1600,0.1359,0.7313,1.1768,10.4651
0.1000,37.1700,0.1359,0.7313,1.1771,10.4679
0.1000,37.1800,0.1359,0.7313,1.1775,10.4707
0.1000,37.1900,0.1359,0.7313,1.1778,10.4735
0.1000,37.2000,0.1359,0.7313,1.1781,10.4763
0.1000,37.2100,0.1359,0.7313,1.1784,10.4792
0.1000,37.2200,0.1359,0.7313,1.1787,10.4820
0.1000,37.2300,0.1359,0.7313,1.1790,10.4848
0.1000,37.2400,0.1359,0.7313,1.1794,10.4876
0.1000,37.2500,0.1359,0.7313,1.1797,10.4904
0.1000,37.2600,0.1359,0.7313,1.1800,10.4932
0.1000,37.2700,0.1359,0.7313,1.1803,10.4960
0.1000,37.2800,0.1359,0.7313,1.1806,10.4989
0.1000,37.2900,0.1359,0.7313,1.1809,10.5017
0.1000,37.3000,0.1359,0.7313,1.1813,10.5045
0.1000,37.3100,0.1359,0.7313,1.1816,10.5073
0.1000,37.3200,0.1359,0.7313,1.1819,10.5101
0.1000,37.3300,0.1359,0.7313,1.1822,10.5129
0.1000,37.3400,0.1359,0.7313,1.1825,10.5158
0.1000,37.3500,0.1359,0.7313,1.1828,10.5186
0.1000,37.3600,0.1359,0.7313,1.1832,10.5214
0.1000,37.3700,0.1359,0.7313,1.1835,10.5242
0.1000,37.3800,0.1359,0.7313,1.1838,10.5270
0.1000,37.3900,0.1359,0.7313,1.1841,10.5298
0.1000,37.4000,0.1359,0.7313,1.1844,10.5327
0.1000,37.4100,0.1359,0.7313,1.1848,10.5355
0.1000,37.4200,0.1359,0.7313,1.1851,10.5383
0.1000,37.4300,0.1359,0.7313,1.1854,10.5411
0.1000,37.4400,0.1359,0.7313,1.1857,10.5439
0.1000,37.4500,0.1359,0.7313,1.1860,10.5467
0.1000,37.4600,0.1359,0.7313,1.1863,10.5496
0.1000,37.4700,0.1359,0.7313,1.1867,10.5524
0.1000,37.4800,0.1359,0.7313,1.1870,10.5552
0.1000,37.4900,0.1359,0.7313,1.1873,10.5580
0.1000,37.5000,0.1359,0.7313,1.1876,10.5608
0.1000,37.5100,0.1359,0.7313,1.1879,10.5636
0.1000,37.5200,0.1359,0.7313,1.1882,10.5665
0.1000,37.5300,0.1359,0.7313,1.1886,10.5693
0.1000,37.5400,0.1359,0.7313,1.1889,10.5721
0.1000,37.5500,0.1359,0.7313,1.1892,10.5749
0.1000,37.5600,0.1359,0.7313,1.1895,10.5777
0.1000,37.5700,0.1359,0.7313,1.1898,10.5805
0.1000,37.5800,0.1359,0.7313,1.1901,10.5834
0.1000,37.5900,0.1359,0.7313,1.1905,10.5862
0.1000,37.6000,0.1359,0.7313,1.1908,10.5890
0.1000,37.6100,0.1359,0.7313,1.1911,10.5918
0.1000,37.6200,0.1359,0.7313,1.1914,10.5946
0.1000,37.6300,0.1359,0.7313,1.1917,10.5974
0.1000,37.6400,0.1359,0.7313,1.1920,10.6002
0.1000,37.6500,0.1359,0.7313,1.1924,10.6031
0.1000,37.6600,0.1359,0.7313,1.1927,10.6059
0.1000,37.6700,0.1359,0.7313,1.1930,10.6087
0.1000,37.6800,0.1359,0.7313,1.1933,10.6115
0.1000,37.6900,0.1359,0.7313,1.1936,10.6143
0.1000,37.7000,0.1359,0.7313,1.1939,10.6171
0.1000,37.7100,0.1359,0.7313,1.1943,10.6200
0.1000,37.7200,0.1359,0.7313,1.1946,10.6228
0.1000,37.7300,0.1359,0.7313,1.1949,10.6256
0.1000,37.7400,0.1359,0.7313,1.1952,10.6284
0.1000,37.7500,0.1359,0.7313,1.1955,10.6312
0.1000,37.7600,0.1359,0.7313,1.1958,10.6340
0.1000,37.7700,0.1359,0.7313,1.1962,10.6369
0.1000,37.7800,0.1359,0.7313,1.1965,10.6397
0.1000,37.7900,0.1359,0.7313,1.1968,10.6425
0.1000,37.8000,0.1359,0.7313,1.1971,10.6453
0.1000,37.8100,0.1359,0.7313,1.1974,10.6481
0.1000,37.8200,0.1359,0.7313,1.1977,10.6509
0.1000,37.8300,0.1359,0.7313,1.1981,10.6538
0.1000,37.8400,0.1359,0.7313,1.1984,10.6566
0.1000,37.8500,0.1359,0.7313,1.1987,10.6594
0.1000,37.8600,0.1359,0.7313,1.1990,10.6622
0.1000,37.8700,0.1359,0.7313,1.1993,10.6650
0.1000,37.8800,0.1359,0.7313,1.1996,10.6678
0.1000,37.8900,0.1359,0.7313,1.2000,10.6707
0.1000,37.9000,0.1359,0.7313,1.2003,10.6735
0.1000,37.9100,0.1359,0.7313,1.2006,10.6763
0.1000,37.9200,0.1359,0.7313,1.2009,10.6791
0.1000,37.9300,0.1359,0.7313,1.2012,10.6819
0.1000,37.9400,0.1359,0.7313,1.2015,10.6847
0.1000,37.9500,0.1359,0.7313,1.2019,10.6876
0.1000,37.9600,0.1359,0.7313,1.2022,10.6904
0.1000,37.9700,0.1359,0.7313,1.2025,10.6932
0.1000,37.9800,0.1359,0.7313,1.2028,10.6960
0.1000,37.9900,0.1359,0.7313,1.2031,10.6988
0.1000,38.0000,0.1359,0.7313,1.2034,10.7016
0.1000,38.0100,0.1359,0.7313,1.2038,10.7044
0.1000,38.0200,0.1359,0.7313,1.2041,10.7073
0.1000,38.0300,0.1359,0.7313,1.2044,10.7101
0.1000,38.0400,0.1359,0.7313,1.2047,10.7129
0.1000,38.0500,0.1359,0.7313,1.2050,10.7157
0.1000,38.0600,0.1359,0.7313,1.2053,10.7185
0.1000,38.0700,0.1359,0.7313,1.2057,10.7213
0.1000,38.0800,0.1359,0.7313,1.2060,10.7242
0.1000,38.0900,0.1359,0.7313,1.2063,10.7270
0.1000,38.1000,0.1359,0.7313,1.2066,10.7298
0.1000,38.1100,0.1359,0.7313,1.2069,10.7326
0.1000,38.1200,0.1359,0.7313,1.2072,10.7354
0.1000,38.1300,0.1359,0.7313,1.2076,10.7382
0.1000,38.1400,0.1359,0.7313,1.2079,10.7411
0.1000,38.1500,0.1359,0.7313,1.2082,10.7439
0.1000,38.1600,0.1359,0.7313,1.2085,10.7467
0.1000,38.1700,0.1359,0.7313,1.2088,10.7495
0.1000,38.1800,0.1359,0.7313,1.2091,10.7523
0.1000,38.1900,0.1359,0.7313,1.2095,10.7551
0.1000,38.2000,0.1359,0.7313,1.2098,10.7580
0.1000,38.2100,0.1359,0.7313,1.2101,10.7608
0.1000,38.2200,0.1359,0.7313,1.2104,10.7636
0.1000,38.2300,0.1359,0.7313,1.2107,10.7664
0.1000,38.2400,0.1359,0.7313,1.2110,10.7692
0.1000,38.2500,0.1359,0.7313,1.2114,10.7720
0.1000,38.2600,0.1359,0.7313,1.2117,10.7749
0.1000,38.2700,0.1359,0.7313,1.2120,10.7777
0.1000,38.2800,0.1359,0.7313,1.2123,10.7805
0.1000,38.2900,0.1359,0.7313,1.2126,10.7833
0.1000,38.3000,0.1359,0.7313,1.2129,10.7861
0.1000,38.3100,0.1359,0.7313,1.2133,10.7889
0.1000,38.3200,0.1359,0.7313,1.2136,10.7918
0.1000,38.3300,0.1359,0.7313,1.2139,10.7946
0.1000,38.3400,0.1359,0.7313,1.2142,10.7974
0.1000,38.3500,0.1359,0.7313,1.2145,10.8002
0.1000,38.3600,0.1359,0.7313,1.2148,10.8030
0.1000,38.3700,0.1359,0.7313,1.2152,10.8058
0.1000,38.3800,0.1359,0.7313,1.2155,10.8086
0.1000,38.3900,0.1359,0.7313,1.2158,10.8115
0.1000,38.4000,0.1359,0.7313,1.2161,10.8143
0.1000,38.4100,0.1359,0.7313,1.2164,10.8171
0.1000,38.4200,0.1359,0.7313,1.2167,10.8199
0.1000,38.4300,0.1359,0.7313,1.2171,10.8227
0.1000,38.4400,0.1359,0.7313,1.2174,10.8255
0.1000,38.4500,0.1359,0.7313,1.2177,10.8284
0.1000,38.4600,0.1359,0.7313,1.2180,10.8312
0.1000,38.4700,0.1359,0.7313,1.2183,10.8340
0.1000,38.4800,0.1359,0.7313,1.2186,10.8368
0.1000,38.4900,0.1359,0.7313,1.2190,10.8396
0.1000,38.5000,0.1359,0.7313,1.2193,10.8424
0.1000,38.5100,0.1359,0.7313,1.2196,10.8453
0.1000,38.5200,0.1359,0.7313,1.2199,10.8481
0.1000,38.5300,0.1359,0.7313,1.2202,10.8509
0.1000,38.5400,0.1359,0.7313,1.2205,10.8537
0.1000,38.5500,0.1359,0.7313,1.2209,10.8565
0.1000,38.5600,0.1359,0.7313,1.2212,10.8593
0.1000,38.5700,0.1359,0.7313,1.2215,10.8622
0.1000,38.5800,0.1359,0.7313,1.2218,10.8650
0.1000,38.5900,0.1359,0.7313,1.2221,10.8678
0.1000,38.6000,0.1359,0.7313,1.2224,10.8706
0.1000,38.6100,0.1359,0.7313,1.2228,10.8734
0.1000,38.6200,0.1359,0.7313,1.2231,10.8762
0.1000,38.6300,0.1359,0.7313,1.2234,10.8791
0.1000,38.6400,0.1359,0.7313,1.2237,10.8819
0.1000,38.6500,0.1359,0.7313,1.2240,10.8847
0.1000,38.6600,0.1359,0.7313,1.2243,10.8875
0.1000,38.6700,0.1359,0.7313,1.2247,10.8903
0.1000,38.6800,0.1359,0.7313,1.2250,10.8931
0.1000,38.6900,0.1359,0.7313,1.2253,10.8960
0.1000,38.7000,0.1359,0.7313,1.2256,10.8988
0.1000,38.7100,0.1359,0.7313,1.2259,10.9016
0.1000,38.7200,0.1359,0.7313,1.2262,10.9044
0.1000,38.7300,0.1359,0.7313,1.2266,10.9072
0.1000,38.7400,0.1359,0.7313,1.2269,10.9100
0.1000,38.7500,0.1359,0.7313,1.2272,10.9128
0.1000,38.7600,0.1359,0.7313,1.2275,10.9157
0.1000,38.7700,0.1359,0.7313,1.2278,10.9185
0.1000,38.7800,0.1359,0.7313,1.2281,10.9213
0.1000,38.7900,0.1359,0.7313,1.2285,10.9241
0.1000,38.8000,0.1359,0.7313,1.2288,10.9269
0.1000,38.8100,0.1359,0.7313,1.2291,10.9297
0.1000,38.8200,0.1359,0.7313,1.2294,10.9326
0.1000,38.8300,0.1359,0.7313,1.2297,10.9354
0.1000,38.8400,0.1359,0.7313,1.2300,10.9382
0.1000,38.8500,0.1359,0.7313,1.2304,10.9410
0.1000,38.8600,0.1359,0.7313,1.2307,10.9438
0.1000,38.8700,0.1359,0.7313,1.2310,10.9466
0.1000,38.8800,0.1359,0.7313,1.2313,10.9495
0.1000,38.8900,0.1359,0.7313,1.2316,10.9523
0.1000,38.9000,0.1359,0.7313,1.2319,10.9551
0.1000,38.9100,0.1359,0.7313,1.2323,10.9579
0.1000,38.9200,0.1359,0.7313,1.2326,10.9607
0.1000,38.9300,0.1359,0.7313,1.2329,10.9635
0.1000,38.9400,0.1359,0.7313,1.2332,10.9664
0.1000,38.9500,0.1359,0.7313,1.2335,10.9692
0.1000,38.9600,0.1359,0.7313,1.2338,10.9720
0.1000,38.9700,0.1359,0.7313,1.2342,10.9748
0.1000,38.9800,0.1359,0.7313,1.2345,10.9776
0.1000,38.9900,0.1359,0.7313,1.2348,10.9804
0.1000,39.0000,0.1359,0.7313,1.2351,10.9833
0.1000,39.0100,0.1359,0.7313,1.2354,10.9861
0.1000,39.0200,0.1359,0.7313,1.2357,10.9889
0.1000,39.0300,0.1359,0.7313,1.2361,10.9917
0.1000,39.0400,0.1359,0.7313,1.2364,10.9945
0.1000,39.0500,0.1359,0.7313,1.2367,10.9973
0.1000,39.0600,0.1359,0.7313,1.2370,11.0002
0.1000,39.0700,0.1359,0.7313,1.2373,11.0030
0.1000,39.0800,0.1359,0.7313,1.2376,11.0058
0.1000,39.0900,0.1359,0.7313,1.2380,11.0086
0.1000,39.1000,0.1359,0.7313,1.2383,11.0114
